X1,X2,Y
4.102588524856009,6.91174207436297,0.0
2.0935257665924984,8.837140669086637,0.0
3.2411806077334684,5.463749005773011,0.0
3.6697799091871977,7.342953916902548,0.0
0.7630161562092703,6.637304876009028,0.0
1.595795376984802,7.412728308372461,0.0
2.761031386064589,5.934112008781763,0.0
3.528479406926545,6.814756479582602,0.0
3.9531589300138728,4.972666181402701,0.0
2.578251078075497,6.621930911131189,0.0
1.7244133373578183,4.6218588493367925,0.0
4.274094286985363,5.395352672280459,0.0
3.2386923388627515,5.026171523668276,0.0
2.9672060193630276,5.2511739033706695,0.0
5.128331328223746,8.077100117163537,0.0
1.3231475370238053,6.59068914136991,0.0
2.4414269048589716,5.897656444822061,0.0
3.707788047099602,6.662301456024759,0.0
2.724976287081866,6.467249705133287,0.0
4.0334323768721365,6.631189071661179,0.0
4.457051901094166,5.810155927142006,0.0
3.884281156114172,7.402786335082425,0.0
1.5677248383605609,8.29264859738527,0.0
0.7933376257910258,5.5182251869221215,0.0
2.6941666936454736,7.592533966915108,0.0
5.378238861871996,7.196111386514474,0.0
5.255875004755536,7.431819060489105,0.0
1.8084504878649712,5.796929863052351,0.0
4.499811314937557,6.5070565194547845,0.0
3.485831467927471,6.222600106246833,0.0
4.481280463294578,8.77931457291404,0.0
2.186706567057836,4.55524892563526,0.0
-0.5578173990018742,5.702170208048393,0.0
3.1786367639953106,5.852995636585442,0.0
2.7738360150918706,7.560845623589065,0.0
4.289152445760791,5.030705083847209,0.0
3.4090011228118593,4.184820190132589,0.0
3.2357779645343556,4.869719996493872,0.0
3.2213415830619585,6.0625196579310945,0.0
2.918677000140099,4.435290229617609,0.0
4.445965099430795,6.796882294644794,0.0
3.0890345805561754,6.578549122261612,0.0
2.2463941485991197,6.343191387591219,0.0
3.085354915723316,5.516430383370913,0.0
1.161238551771355,5.325976811840659,0.0
2.8477377091010934,5.1722925387295735,0.0
4.018790339259175,6.789032566463815,0.0
3.912455735785045,4.469703860810289,0.0
1.2174639738770998,6.341942311290461,0.0
3.530100756759363,6.731012380935031,0.0
3.0067527481676,6.020096605556618,0.0
4.251446390256955,5.755549123195135,0.0
0.6906195031684135,5.485298462080121,0.0
3.3257098823912856,5.705909290284693,0.0
1.9593704610635352,5.407193409403614,0.0
1.6185089549417409,7.028039839772049,0.0
2.7900499090134243,4.683346133100772,0.0
3.996201628866861,6.207084987461554,0.0
3.9436056743511294,6.204681979484784,0.0
1.7326578252964007,6.3109225511621,0.0
0.4912602920233078,5.460951623564101,0.0
3.0005334350548254,5.8137602571806415,0.0
2.1285798752762237,6.4161161676183855,0.0
2.0320670597014927,5.471380091693066,0.0
1.6661586785024858,5.218874010267144,0.0
3.59558325679224,6.109289185486511,0.0
3.9262091482582697,6.597936638287706,0.0
1.822591811695999,7.2348523440433175,0.0
4.900435115206907,4.9277361355428315,0.0
2.2100582861607787,5.93087822351058,0.0
2.6141905042186284,5.920207682112573,0.0
1.4281801076124432,4.051421050272218,0.0
3.3852180103408838,5.656155684288403,0.0
2.1910700504625007,7.5169830755682545,0.0
3.610194366735729,7.3731485693577925,0.0
4.354886882627381,6.998531244781521,0.0
4.265362811604784,5.55310352399939,0.0
3.2264840168155464,4.3605257700430915,0.0
3.6900190265039563,7.093386627052012,0.0
2.7102232790361,6.4565830445473384,0.0
2.676411753921308,6.483638475105029,0.0
4.098712304956237,5.003451152227068,0.0
2.5392941564568563,7.082391776520064,0.0
3.1295102537900577,8.228143192589474,0.0
1.7715014852668935,7.053642966035563,0.0
3.3986567235416434,7.975169708101551,0.0
4.715016845755643,7.0875531461274335,0.0
2.380994225642305,4.023462702949955,0.0
3.178869972441345,4.027350715284669,0.0
3.103818423557596,4.489907915525844,0.0
2.3499368600495374,4.313510778514415,0.0
3.323522480311073,6.228598292654786,0.0
1.431892437714776,5.471425862206433,0.0
2.3694023855678954,6.318680466059551,0.0
5.23810922902885,4.347215134796386,0.0
0.5443975323858385,5.364020348063865,0.0
0.3067204245427395,6.89411667145338,0.0
3.5381044264121178,4.849142602234895,0.0
2.650423333627415,4.1304359509305275,0.0
2.7812855298275023,6.276150035638013,0.0
3.3724925894347324,6.134354820247969,0.0
2.501599795196253,4.172890025753606,0.0
3.926956224598534,6.109876526573216,0.0
1.7079707846150642,4.861402526434952,0.0
5.122860183824972,6.363414923465482,0.0
4.181688730962033,6.524871722795684,0.0
3.971759188386156,6.560685328447502,0.0
2.2899046037787727,5.585013024472501,0.0
3.2243781452606437,4.363062064315303,0.0
4.333596192032264,6.276448901804941,0.0
2.6625323530078453,7.332013591215512,0.0
1.8927201883575364,6.812814145297498,0.0
3.2908766139664314,5.382638880707994,0.0
3.460238689135232,5.23955872620777,0.0
2.49889137952202,7.565663529608666,0.0
3.053465217950586,8.57292507340913,0.0
3.505428042222558,6.256214833729974,0.0
3.810207611355173,4.675743307502885,0.0
0.5893320624609921,4.804666079554398,0.0
4.353110264623237,7.168048620190627,0.0
3.10407356350212,7.5318371306401435,0.0
2.379485699241691,5.175321365472098,0.0
2.86911632014098,5.627863858207563,0.0
2.201240352173982,5.0910177793960925,0.0
2.468840071055006,6.3652743618121175,0.0
3.4052231927994536,8.112129927623942,0.0
4.40611530578778,6.81439345233149,0.0
3.7614580227803756,6.283785030581016,0.0
3.0373019342385823,5.874564676477697,0.0
3.3467379055794177,6.289888751077706,0.0
3.1696891543718673,7.758258675407482,0.0
3.517413547777215,6.565251411962763,0.0
4.279412638752813,6.891021581268484,0.0
3.5320358322738095,5.671728887507817,0.0
2.9601010281453988,4.69071064913547,0.0
4.265703487706565,4.33703939835478,0.0
2.4541629738762594,5.822863353795182,0.0
3.23929059023802,4.132022849410614,0.0
3.240217271575842,5.424349319020062,0.0
5.054219940752272,6.348357415113772,0.0
3.749062700172806,6.304040535878618,0.0
3.867409885714738,6.136952199361953,0.0
3.705599576844974,3.850445828468982,0.0
2.750403492156552,7.50196881396819,0.0
4.106697500587198,3.69249000047744,0.0
1.0257089339512344,5.629334670124699,0.0
2.561781690169718,6.205312294931583,0.0
2.952391553399665,7.056425459907689,0.0
4.310430849049119,7.00057211792092,0.0
2.805536868595365,5.881329517590526,0.0
1.0030368001694137,5.197476202858081,0.0
4.032492133165503,5.917667909741358,0.0
0.9432154473019225,6.118882005158915,0.0
2.5488691531538397,4.021002384743131,0.0
3.7859962386711548,5.541285286538282,0.0
4.390089320050521,5.916006371268172,0.0
1.987443802952838,5.931060038910706,0.0
2.7365833817690164,4.261807928030526,0.0
2.178424498562712,5.9839338632963335,0.0
4.065243533998971,6.66714776660907,0.0
0.9915017686226064,4.606766007278985,0.0
2.661304202139098,7.325538461004539,0.0
2.23752280196255,6.046892519313606,0.0
2.739536314905131,7.670896423945276,0.0
1.8725036345901895,4.2969816468220685,0.0
1.6617010629354148,4.2228489135287965,0.0
3.576564051188294,5.959350463098747,0.0
2.5004000248481795,4.410881265295073,0.0
4.480951209898798,6.655663701674352,0.0
4.235908246565962,5.366538938504052,0.0
3.2778084402666687,5.373684609991129,0.0
3.2070962868814714,5.433775194565195,0.0
3.2398602789608333,4.463471712026574,0.0
1.0996168427587294,5.47326009696917,0.0
2.8372327227810077,6.758640552605451,0.0
2.383743892871458,6.941323151123438,0.0
3.4582694598330237,5.303238442609311,0.0
4.341673391826701,7.426279845207111,0.0
3.845514652962616,6.345608297068229,0.0
0.7164542523490511,5.8576339688016885,0.0
3.933953837131316,6.484102663384853,0.0
2.928623038660407,5.618525560182007,0.0
4.8526526269581955,5.805920169901438,0.0
2.9245306828695825,7.933463042940242,0.0
2.7638482608198736,7.707321942069589,0.0
4.37361957855674,6.958549672004405,0.0
2.0701560962406167,6.9847074231270065,0.0
3.8324528907028843,7.907598271852068,0.0
3.7091580262491206,7.346003870833858,0.0
3.0344956791201776,7.265044049021343,0.0
2.0758869524735353,7.990700778046268,0.0
3.2192783787071004,5.947140260630678,0.0
2.804368349604342,6.6654101285980385,0.0
