X1,X2,Y
1.0715326278495623,7.115554821817954,0.0
1.00186888365712,4.956807206318703,0.0
1.916092473345682,5.6231549012728035,0.0
3.270754642883264,6.78302723397971,0.0
2.168406489350119,5.428844495517375,0.0
4.03238622772704,6.63773585279473,0.0
0.9148063628421115,4.795443771585978,0.0
0.83959533506919,4.760354257401419,0.0
3.0099257663818224,7.6283810932960225,0.0
3.0674004697453903,4.887604222688526,0.0
0.34164850376288536,6.776861006722683,0.0
1.9608157488014906,5.893415657322684,0.0
1.3955316765451249,4.698118442650445,0.0
1.937196482514662,6.936914304902129,0.0
3.620923828320965,6.6273369774236945,0.0
1.9980080869828676,2.6219887052381545,0.0
3.0562512552553542,5.454657393265442,0.0
0.33157965099115705,6.032388690510445,0.0
1.7837839159244386,6.367097008799112,0.0
3.0444388701722596,4.867368792415223,0.0
0.8629616044851589,4.379432062416871,0.0
0.5468552406769189,4.503504254014733,0.0
1.0898765578836627,4.248730431084656,0.0
-0.4268013629311853,4.551875793845328,0.0
3.746457730800115,4.788553828285463,0.0
1.8709990708764495,5.201928196670387,0.0
0.1184125093810886,5.4535312354722505,0.0
1.2925571482821225,5.6916398249736755,0.0
-0.3566855311935688,3.5065512553672935,0.0
0.16806442389392284,3.6271945093419853,0.0
5.407668270098197,5.936136323999695,0.0
0.5372545823392272,5.455559074657253,0.0
2.7701346969321907,3.259007101322376,0.0
1.664083555625347,4.630282736888587,0.0
3.6171695170604865,3.0314937908579562,0.0
0.4193906982253883,3.267510463543465,0.0
3.198052106082424,4.551470077071238,0.0
2.250013547455723,4.423807979239091,0.0
1.116348729094443,5.717374811138138,0.0
1.7936606289942256,6.024233165251513,0.0
3.265097311063073,6.9764295910998895,0.0
4.969562314248993,2.5634042258174983,0.0
2.5534954725683727,4.913484605452408,0.0
4.12722432786183,5.263301515029261,0.0
1.200434764159739,3.869648183885963,0.0
2.9745185548821818,5.170615812077176,0.0
3.1984085944728715,3.385271094527442,0.0
0.1150924702125633,7.43668606941158,0.0
3.5978554947138797,5.2152036354367555,0.0
3.0914819421881554,3.815602706902376,0.0
3.5131627676189394,3.2575672785955136,0.0
1.970586262683872,2.9817188914720147,0.0
2.9836353906697965,4.86959583145393,0.0
2.944735750888394,6.344781663421141,0.0
2.670933946806603,3.708883853702956,0.0
-0.8535757439196003,4.162442559943157,0.0
3.005575673184737,5.098606280278926,0.0
3.0454990155921546,6.571268085234306,0.0
0.46828221918230817,6.8992976094268155,0.0
2.7253224206784266,5.3878784308344425,0.0
4.532614470923066,5.4649837045495016,0.0
-1.015363158835156,4.545931622754255,0.0
3.114867767546401,5.9518916799967005,0.0
1.991051081145695,3.371015947961042,0.0
0.4155966870946066,6.980839156446361,0.0
3.9653127185632666,3.977017607186217,0.0
3.8793062835828978,4.117095420480344,0.0
1.2089163702093808,6.469126749737935,0.0
3.8239798256182915,5.240148087853086,0.0
2.2799896600983027,2.427677468519349,0.0
-2.210129134288783,6.734018522471464,0.0
-0.5138665592715337,6.122244253862965,0.0
-0.10296827449896329,5.788963948340716,0.0
1.55477272430774,3.435090360101884,0.0
4.275497583538339,2.99109254144824,0.0
3.5410804013089034,5.563344528720219,0.0
1.7438766893846753,6.635298265180139,0.0
1.2583818048286528,5.3443543768305455,0.0
3.0594460639367735,5.013649328144608,0.0
2.606065190829852,5.809965822840813,0.0
3.5668453493302357,7.734649091918309,0.0
3.305817405913836,7.393956160994339,0.0
4.912913262057602,5.614833433291771,0.0
1.3728411633556579,0.6054744191821211,0.0
1.1948151532381834,4.3294596272529065,0.0
-0.39990181188682294,4.686254694711277,0.0
1.7476098982252926,2.7454867522740587,0.0
-1.0141380498545636,4.977050039821437,0.0
0.10006718268294734,7.280855703167486,0.0
3.8987992432088414,6.059451085713292,0.0
2.9267064813597616,4.550528901612047,0.0
3.576596920836543,4.152938929288454,0.0
0.7035892987917378,4.708793018369954,0.0
2.644030107631148,5.033952610407987,0.0
1.817380267885026,4.8111108649211785,0.0
2.685515153005531,4.07039766646754,0.0
2.1831976952205863,4.95674687412688,0.0
3.7958678868856746,4.102992758232795,0.0
