0.57287,0.051784,1
1.5108,-0.33233,1
0.34373,1.9567,1
0.87498,-1.0821,1
0.46953,-0.64132,1
1.1056,1.2023,1
2.1284,3.168,1
1.7425,-2.7091,1
2.1436,4.5995,1
0.085286,-0.75675,1
1.1798,2.2955,1
0.016652,3.0991,1
1.3848,3.6462,1
1.3257,-0.034718,1
2.2963,1.0486,1
2.0992,0.67527,1
1.6532,-0.21132,1
0.49493,1.5434,1
0.52401,1.7173,1
-1.0516,0.29537,1
0.5517,1.2647,1
-0.5512,6.3472,1
1.9298,0.98487,1
1.9019,2.4206,1
1.1383,0.074921,1
0.62159,-0.055756,1
1.1431,0.30843,1
2.605,2.1291,1
2.3491,-0.60308,1
0.55156,-2.7059,1
1.1684,1.1064,1
-0.1205,0.12717,1
1.4007,1.56,1
1.7391,1.1692,1
1.9,2.4582,1
-0.53122,2.8015,1
1.5046,-1.6513,1
0.13579,-2.0492,1
0.62345,2.0049,1
1.788,1.6128,1
1.2982,-0.87832,1
0.83626,3.4748,1
1.6067,1.066,1
2.6345,1.2471,1
0.37651,1.5479,1
-0.3501,2.5083,1
-0.16224,4.049,1
0.055721,0.47605,1
0.32879,-2.4614,1
1.5767,3.0269,1
-1.0858,-0.85547,1
1.236,3.4874,1
0.22158,-0.17898,1
2.0996,3.983,1
0.14444,-0.61196,1
1.0076,-1.2252,1
0.062414,2.9139,1
0.31844,-1.7261,1
0.73986,2.3612,1
0.7712,1.8756,1
0.47519,0.71346,1
2.1283,0.31693,1
1.5501,5.1156,1
2.8551,0.25093,1
0.7227,0.61959,1
2.0666,-0.87746,1
-1.0992,-0.62692,1
1.6385,-0.16724,1
1.3715,4.4191,1
0.62582,0.21916,1
1.6953,-0.38013,1
1.8776,0.10356,1
2.0336,2.4288,1
1.4198,-1.6315,1
1.6011,2.2542,1
0.32598,-1.6626,1
-0.095178,0.7383,1
0.73238,-2.6538,1
1.1866,2.0718,1
1.9509,2.3857,1
0.20948,-0.3751,1
0.51052,1.6352,1
3.9745,1.3257,1
0.37741,3.3182,1
2.9203,1.2568,1
1.9611,3.0789,1
0.4422,0.76646,1
0.89344,-0.29659,1
0.78484,0.92404,1
1.4735,0.60135,1
2.3656,2.7633,1
-0.6378,0.88771,1
3.0237,-0.68248,1
1.7778,0.69031,1
0.4511,3.3772,1
0.87399,0.17019,1
1.2996,-0.31723,1
1.2962,2.968,1
2.2008,1.2025,1
2.0902,0.27459,1
0.6413,-0.47766,1
0.87007,-1.9597,1
1.7337,1.3067,1
1.1203,0.36597,1
2.1363,1.6378,1
0.31323,-1.9131,1
1.4717,3.6437,1
1.2883,1.9744,1
2.3919,-2.1333,1
-0.3455,3.1141,1
1.0007,-0.17516,1
1.0535,1.6044,1
-1.3419,1.4389,1
2.2481,-0.7564,1
3.8092,-4.7228,1
0.76782,2.0711,1
1.287,0.31593,1
0.5354,-0.19572,1
1.3843,1.8378,1
0.62017,-0.37936,1
0.89822,2.3424,1
2.6182,1.3018,1
0.15277,-0.98264,1
0.42412,2.6737,1
0.92409,1.949,1
0.86753,3.5043,1
2.4393,-0.78525,1
3.0313,-0.79055,1
0.021798,1.6267,1
0.35898,2.3341,1
1.5205,2.6562,1
0.6193,1.013,1
2.9929,0.52822,1
2.6359,2.3056,1
1.559,4.9291,1
1.5636,2.7692,1
0.6616,1.1691,1
1.7636,-0.14903,1
2.1274,1.9995,1
1.1416,0.031791,1
2.9281,1.4769,1
1.6706,2.5565,1
0.88989,2.8485,1
1.371,2.1763,1
2.0966,3.7559,1
0.60184,4.7024,1
0.91454,-2.7953,1
3.3733,-2.5574,1
0.52608,-0.84528,1
1.9463,-2.9959,1
1.8182,0.2858,1
2.589,0.3272,1
1.526,1.5009,1
-1.4652,1.5723,1
0.14747,-0.37234,1
1.5117,-0.62663,1
1.2578,2.5868,1
2.9624,0.23611,1
2.4063,-1.7424,1
1.4968,1.0206,1
1.0828,1.4083,1
-0.54848,0.17795,1
2.8632,2.3271,1
1.134,1.4516,1
-0.546,0.57431,1
1.4333,0.91193,1
1.103,1.9164,1
0.42965,0.11717,1
1.4931,-1.1099,1
0.29249,0.68883,1
-0.34803,1.2583,1
-0.7543,2.0189,1
0.63619,0.93975,1
0.37291,0.08527,1
1.4402,2.1927,1
-0.50264,0.77294,1
0.79176,2.614,1
-0.50513,0.82039,1
2.8097,0.98742,1
0.88303,0.81628,1
2.2262,-0.84248,1
1.4949,-0.8539,1
1.9086,-0.92244,1
-0.15422,4.5697,1
2.2576,0.59962,1
2.4525,2.8808,1
-1.0768,1.6983,1
0.82351,4.7186,1
0.34792,2.8541,1
1.1565,-1.4539,1
0.14977,0.34552,1
1.279,2.7833,1
1.5971,1.5764,1
1.2447,5.5304,1
0.88165,0.90422,1
-0.28941,-2.1037,1
1.0576,1.8882,1
0.47907,-0.82364,1
-0.27903,1.0989,1
0.94377,3.1561,1
0.79032,1.6164,1
1.1921,1.5993,1
1.9923,0.60556,1
1.5762,0.70716,1
2.3058,0.79386,1
0.27069,-4.598,1
0.13543,1.7866,1
0.90508,2.9805,1
2.3832,-1.5953,1
2.3037,-2.0439,1
0.87419,2.242,1
0.40313,-2.015,1
-0.52065,-2.3588,1
1.6718,2.578,1
1.0228,-0.30856,1
-0.17779,3.4898,1
0.66542,-1.5845,1
-0.82946,-0.2287,1
1.43,1.4834,1
0.82601,2.0987,1
2.6312,1.9353,1
-0.35943,1.3829,1
1.9705,0.54039,1
1.1436,-0.15843,1
1.0826,1.961,1
1.7167,0.22633,1
2.1935,1.8432,1
-0.071062,3.1754,1
2.3189,-3.4987,1
-0.21,4.609,1
-0.074115,-0.26412,1
0.32744,3.6329,1
1.7365,4.1032,1
-0.069961,-1.9378,1
1.3347,1.3539,1
1.4119,7.9325,1
1.1541,0.57075,1
1.5546,1.9726,1
-0.17285,1.6618,1
2.0076,3.5358,1
1.1135,3.181,1
1.7301,-0.8929,1
0.016488,0.123,1
1.052,1.6864,1
1.8776,0.88319,1
2.0141,6.0699,1
0.91565,1.8773,1
-0.85353,1.875,1
-0.096821,-0.67535,1
1.2186,-1.615,1
1.7942,2.5883,1
1.4631,0.60547,1
0.38737,2.2983,1
3.2444,-0.66295,1
1.0723,2.7919,1
1.8655,-2.627,1
0.5843,4.1334,1
-0.11494,2.693,1
1.6853,1.2203,1
2.0377,-1.3222,1
2.8222,0.20493,1
0.47101,1.5086,1
-0.62797,3.4156,1
